Codigo_temporada;Codigo_competicion;Codigo_fase;Codigo_grupo;Codigo_equipo;Posicion;Puntos;Partidos_jugados;Partidos_ganados;Partidos_empatados;Partidos_perdidos;Goles_favor;Goles_contra;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_equipo;Nombre-Sexo;Nombre_distrito
2025;8979;9975;29523;182102;5;10.00;8;2;0;6;251;291;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB BC CAD MAS;BALONCESTO;CADETE ;CD LAS ROSAS;MASCULINO;Moratalaz
2025;8979;9975;29523;182226;7;10.00;8;2;0;6;179;265;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB BC CAD MAS;BALONCESTO;CADETE ;Escuela C.B. Moratalaz;MASCULINO;Moratalaz
2025;8979;9975;29523;183431;8;8.00;8;2;0;5;151;287;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB BC CAD MAS;BALONCESTO;CADETE ;COLEGIO SIGLO XXI ;MASCULINO;Moratalaz
2025;8938;9854;27270;180767;3;20.00;11;9;0;2;20;7;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG VB JUV FEM GR2;VOLEIBOL;JUVENIL ;AMIDECU JUV ROJO;FEMENINO;Arganzuela
2025;8938;9854;27270;182137;2;20.00;11;9;0;2;19;5;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG VB JUV FEM GR2;VOLEIBOL;JUVENIL ;CD NEWMAN B;FEMENINO;Arganzuela
2025;8938;9854;27270;180678;1;21.00;12;9;0;3;18;8;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG VB JUV FEM GR2;VOLEIBOL;JUVENIL ;ARCÁNGEL INTERNATIONAL A;FEMENINO;Arganzuela
2025;8938;9854;27270;180677;4;19.00;12;7;0;5;16;10;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG VB JUV FEM GR2;VOLEIBOL;JUVENIL ;MANZANARES VOLEY AZUL;FEMENINO;Arganzuela
2025;8938;9854;27270;180993;5;16.00;12;4;0;8;10;18;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG VB JUV FEM GR2;VOLEIBOL;JUVENIL ;ARCÁNGEL INTERNATIONAL B;FEMENINO;Arganzuela
2025;8938;9854;27270;180930;7;13.00;12;1;0;11;4;23;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG VB JUV FEM GR2;VOLEIBOL;JUVENIL ;DOTA AMIDECU JUV ROJO;FEMENINO;Arganzuela
2025;8938;9854;27270;180724;6;14.00;12;2;0;10;4;20;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM ARG VB JUV FEM GR2;VOLEIBOL;JUVENIL ;S. MARIA DEL BOSQUE;FEMENINO;Arganzuela
2025;8979;9975;29541;181081;1;17.00;9;8;0;1;16;5;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;CHV1995 SAN BLAS;FEMENINO;Moratalaz
2025;8979;9975;29541;183139;3;15.00;9;6;0;3;15;7;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;GSD MORATALAZ B;FEMENINO;Moratalaz
2025;8979;9975;29541;182408;5;15.00;9;6;0;3;13;9;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;C.D. DOSA;FEMENINO;Moratalaz
2025;8979;9975;29541;180828;2;16.00;9;7;0;2;16;4;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;E.D.M Francisco Fernández Ochoa;FEMENINO;Moratalaz
2025;8979;9975;29541;181768;6;14.00;9;5;0;4;14;10;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;Salesianos Atocha;FEMENINO;Moratalaz
2025;8979;9975;29541;182437;4;15.00;9;6;0;3;13;8;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;Nstr. Señora del Pilar B;FEMENINO;Moratalaz
2025;8979;9975;29541;181708;7;12.00;9;3;0;6;7;13;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;CORAZONISTAS;FEMENINO;Moratalaz
2025;8979;9975;29541;183667;8;10.00;9;1;0;8;2;16;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;Perales Voley Juvenil Femen.;FEMENINO;Moratalaz
2025;8979;9975;29541;183166;9;10.00;9;3;0;5;6;13;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;Nuestra Señora del Pilar C;FEMENINO;Moratalaz
2025;8979;9975;29541;181239;10;6.00;9;0;0;8;1;18;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB JUV FEM;VOLEIBOL;JUVENIL ;IES CARLOS III;FEMENINO;Moratalaz
2025;8944;9878;27652;183700;1;21.00;7;7;0;0;101;29;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 3;WATERPOLO;ALEVIN ;Brains Dragons;MIXTO;Ciudad Lineal
2025;8944;9878;27652;183548;2;18.00;7;6;0;1;64;49;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 3;WATERPOLO;ALEVIN ;EIC M-86 Blanco;MIXTO;Ciudad Lineal
2025;8944;9878;27652;183611;5;12.00;7;4;0;3;58;52;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 3;WATERPOLO;ALEVIN ;C Encinas de Boadilla;MIXTO;Ciudad Lineal
2025;8944;9878;27652;183266;3;12.00;7;4;0;3;80;40;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 3;WATERPOLO;ALEVIN ;CN Cuatro Caminos Fem;MIXTO;Ciudad Lineal
2025;8944;9878;27652;183207;4;12.00;7;4;0;3;74;51;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 3;WATERPOLO;ALEVIN ;Ciudad de Rivas Fem;MIXTO;Ciudad Lineal
2025;8944;9878;27652;183510;7;3.00;7;1;0;6;57;71;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 3;WATERPOLO;ALEVIN ;CW Las Rozas;MIXTO;Ciudad Lineal
2025;8944;9878;27652;183908;6;6.00;7;2;0;5;44;93;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 3;WATERPOLO;ALEVIN ;AR Concepción A;MIXTO;Ciudad Lineal
2025;8944;9878;27652;183513;8;.00;7;0;0;7;29;122;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 3;WATERPOLO;ALEVIN ;CDN Boadilla;MIXTO;Ciudad Lineal
2025;8944;9878;27651;183283;1;21.00;7;7;0;0;157;14;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 2;WATERPOLO;ALEVIN ;Real Canoe NC Azul;MIXTO;Ciudad Lineal
2025;8944;9878;27651;183625;2;18.00;7;6;0;1;93;19;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 2;WATERPOLO;ALEVIN ;CN Tres Cantos Pirañas;MIXTO;Ciudad Lineal
2025;8944;9878;27651;183208;3;15.00;7;5;0;2;81;45;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 2;WATERPOLO;ALEVIN ;Ciudad de Rivas Mas;MIXTO;Ciudad Lineal
2025;8944;9878;27651;183593;4;12.00;7;4;0;3;81;63;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 2;WATERPOLO;ALEVIN ;CN Ciudad de Alcorcón;MIXTO;Ciudad Lineal
2025;8944;9878;27651;183547;5;9.00;7;3;0;4;77;66;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 2;WATERPOLO;ALEVIN ;EIC M-86 Azul;MIXTO;Ciudad Lineal
2025;8944;9878;27651;180783;7;3.00;7;1;0;6;38;125;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 2;WATERPOLO;ALEVIN ;Vand'03;MIXTO;Ciudad Lineal
2025;8944;9878;27651;181869;6;6.00;7;2;0;5;28;121;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 2;WATERPOLO;ALEVIN ;CN La Latina Iara;MIXTO;Ciudad Lineal
2025;8944;9878;27651;183702;8;.00;7;0;0;7;13;115;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CIU WP ALE 2;WATERPOLO;ALEVIN ;Brains Raptors;MIXTO;Ciudad Lineal
2025;8951;9906;28298;182299;1;24.00;8;8;0;0;56;11;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAL SAB FS INF MAS 1ª FASE;FUTBOL SALA;INFANTIL ;Santa Susana;MASCULINO;Salamanca
2025;8951;9906;28298;182713;2;21.00;8;7;0;1;40;15;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAL SAB FS INF MAS 1ª FASE;FUTBOL SALA;INFANTIL ;Club Aguirre A;MASCULINO;Salamanca
2025;8951;9906;28298;181950;3;18.00;8;6;0;2;42;16;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAL SAB FS INF MAS 1ª FASE;FUTBOL SALA;INFANTIL ;CD CALDEIRO "A";MASCULINO;Salamanca
2025;8951;9906;28298;182048;9;.00;8;3;0;5;19;32;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAL SAB FS INF MAS 1ª FASE;FUTBOL SALA;INFANTIL ;COIN;MASCULINO;Salamanca
2025;8951;9906;28298;182985;4;12.00;8;4;0;4;26;16;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAL SAB FS INF MAS 1ª FASE;FUTBOL SALA;INFANTIL ;Arganzuela futsal D;MASCULINO;Salamanca
2025;8951;9906;28298;182070;5;12.00;8;4;0;4;20;28;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAL SAB FS INF MAS 1ª FASE;FUTBOL SALA;INFANTIL ;CD LORETO;MASCULINO;Salamanca
2025;8951;9906;28298;182986;6;4.00;8;1;1;6;8;32;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAL SAB FS INF MAS 1ª FASE;FUTBOL SALA;INFANTIL ;Club Aguirre B;MASCULINO;Salamanca
2025;8951;9906;28298;182193;8;3.00;8;1;0;7;15;38;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAL SAB FS INF MAS 1ª FASE;FUTBOL SALA;INFANTIL ;A.D.C. FILIPENSES;MASCULINO;Salamanca
2025;8951;9906;28298;181971;7;4.00;8;1;1;6;9;47;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAL SAB FS INF MAS 1ª FASE;FUTBOL SALA;INFANTIL ;INTERGUINDALERA;MASCULINO;Salamanca
2025;8942;9870;27514;183380;2;18.00;8;5;3;0;31;14;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CHM SAB MAÑ-TAR FS JUV MAS_II;FUTBOL SALA;JUVENIL ;SANRA A;MASCULINO;Chamartín
2025;8942;9870;27514;183381;1;19.00;8;6;1;1;26;13;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CHM SAB MAÑ-TAR FS JUV MAS_II;FUTBOL SALA;JUVENIL ;SANRA B;MASCULINO;Chamartín
2025;8942;9870;27514;180663;3;16.00;8;5;1;2;34;21;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CHM SAB MAÑ-TAR FS JUV MAS_II;FUTBOL SALA;JUVENIL ;PINTOR ROSALES;MASCULINO;Chamartín
2025;8942;9870;27514;183771;4;15.00;8;5;0;3;33;25;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CHM SAB MAÑ-TAR FS JUV MAS_II;FUTBOL SALA;JUVENIL ;SPÍNOLA CHAMARTÍN;MASCULINO;Chamartín
2025;8942;9870;27514;184181;5;12.00;8;4;0;4;30;26;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CHM SAB MAÑ-TAR FS JUV MAS_II;FUTBOL SALA;JUVENIL ;Beatriz Galindo;MASCULINO;Chamartín
2025;8942;9870;27514;182946;8;7.00;8;2;1;5;28;36;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CHM SAB MAÑ-TAR FS JUV MAS_II;FUTBOL SALA;JUVENIL ;hispano-prosperidad A;MASCULINO;Chamartín
2025;8942;9870;27514;183425;6;9.00;8;3;0;5;22;26;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CHM SAB MAÑ-TAR FS JUV MAS_II;FUTBOL SALA;JUVENIL ;FEFC SANTA CATALINA;MASCULINO;Chamartín
2025;8942;9870;27514;183194;7;9.00;8;3;0;5;17;31;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CHM SAB MAÑ-TAR FS JUV MAS_II;FUTBOL SALA;JUVENIL ;INTER SANSE;MASCULINO;Chamartín
2025;8942;9870;27514;183605;9;.00;8;0;0;8;16;45;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM CHM SAB MAÑ-TAR FS JUV MAS_II;FUTBOL SALA;JUVENIL ;CHANGOS;MASCULINO;Chamartín
2025;8979;9975;29537;182286;1;16.00;8;8;0;0;16;0;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB CAD FEM;VOLEIBOL;CADETE ;Nuestra Señora del Pilar B;FEMENINO;Moratalaz
2025;8979;9975;29537;180812;2;14.00;8;6;0;2;13;6;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB CAD FEM;VOLEIBOL;CADETE ;edm.fco.fdez.ochoa;FEMENINO;Moratalaz
2025;8979;9975;29537;181030;6;12.00;8;5;0;2;10;9;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB CAD FEM;VOLEIBOL;CADETE ;IES MALALA YOUSAFZAI;FEMENINO;Moratalaz
2025;8979;9975;29537;181519;5;12.00;8;4;0;4;9;9;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB CAD FEM;VOLEIBOL;CADETE ;Nuestra Señora del Pilar D;FEMENINO;Moratalaz
2025;8979;9975;29537;181591;3;13.00;8;5;0;3;11;7;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MAÑ VB CAD FEM;VOLEIBOL;CADETE ;C.H.A. A;FEMENINO;Moratalaz
